基聲旁,後期韵部,上古前後演變,上古後期魯曹雅言,聲母,等,開合,韻母,聲調,反切,廣通中古拼音,南京官話拼音,字,略註
丰,東,,pʰɔŋ,滂,三,開,鍾,平,敷容,phyong,fen1,峯鋒丰𡴀𢓱妦蠭蜂𧒒桻㷭烽莑仹㸼,
丰,東,,pʰɔŋ,滂,三,開,鍾,平,敷容,phyong,fen1,蘴,
丰,冬,,pʰoŋ,滂,三,開,東,平,敷空,phyung,fen1,蘴,
丰,冬,,pʰoŋ,滂,三,開,東,平,敷空,phyung,fen1,麷豐酆灃寷㒥㠦,
丰,冬,,pʰoŋh,滂,三,開,東,去,撫鳳,phyùng,fen4,麷,
丰,東,,bʀˤɔŋɣ,並,二,開,江,上,步項,brö́ng,bang4,㭋棒玤𢗒蚌蜯,
丰,東,,pɔŋ,幫,三,開,鍾,平,府容,pyong,fen1,葑封𡉚犎崶,
丰,東,,pɔŋh,幫,三,開,鍾,去,方用,pyòng,fen4,葑封,
丰,東,,pʰɔŋɣ,滂,三,開,鍾,上,敷奉,phyóng,fen3,捧,
丰,東,,pˤɔŋɣ,幫,一,開,東,上,邊孔,púng,ben3,俸琫,
丰,東,,bɔŋh,並,三,開,鍾,去,扶用,byòng,fen4,俸縫捀㡝,
丰,東,,bɔŋ,並,三,開,鍾,平,符容,byong,fen2,縫捀逢漨䩼𥎌夆𥛝,
丹,元(元0),,tˤan,端,一,開,寒,平,都寒,tan,dang1,丹,
丹,元(元0),,tan,章,三,開,仙A,平,諸延,tsjiän,zhang1,旃栴𩔣,
乏,談(談0),,pʀamɣ,幫,三,開,鹽B,上,方斂,pyä́m,biän3,貶,
乏,談(談0),,pʀam,幫,三,開,鹽B,平,府廉,pyäm,biän1,砭,
乏,談(談0),,pʀamh,幫,三,開,鹽B,去,方驗,pyä̀m,biän4,砭窆,
乏,東,,pɔŋɣ,幫,三,開,鍾,上,方勇,pyóng,fen3,覂𢇫,
乏,談(談0),,pʰam,滂,三,合,凡,平,匹凡,phüöm,fang1,䒦,
乏,談(談0),,pʰamh,滂,三,合,凡,去,孚梵,phüö̀m,fang4,䒦姂泛𥁔,
乏,葉(葉0),,bap,並,三,合,乏,入,房法,büöp,fa5,姂泛乏,
乏,葉(葉0),,pʰap,滂,三,合,乏,入,赴(起)法,phüöp,fa5,姂,
乏,談(談0),,bam,並,三,合,凡,平,符䒦(咸),büöm,fang2,柉,
乏,緝,,bʀəp,並,三,開,緝B,入,皮及,byp,bi5,𪀐(𩾳),
乏,緝,,bʀəp,並,三,開,緝B,入,房(居)立,byp,bi5,𪀐(𩾳),房誤作居，玉篇皮及切
乏,葉(葉0),,bʀap,並,三,開,葉B,入,浮(渠其)輒,byäp,bie5,𪀐(𩾳),
乏,緝,,pʰʀəmɣ,滂,三,開,侵B,上,疋沈,phým,pin3,眨,字鏡疋沈切
,緝,,skʀˤəp,莊,二,開,洽,入,側洽,tscräp,zha5,眨,訓䁒之同源詞
,緝,,dʀəp,澄,三,開,緝B,入,直立,dcyp,zhr5,㞏,㞚㞏訓𡍪㙷，二詞皆見廣韻
,侵,,ɣlˤap,定,一,開,盍,平,徒盍,dap,da5,䍇,訓罈之同源詞，名義把佗闔切dap誤作他闇切thöm
五,魚,,ŋa,疑,三,開,魚,平,語居,ngyo,ü2,齬,
五,魚,,ŋaɣ,疑,三,開,魚,上,魚巨,ngyó,ü3,齬,
五,魚,,ŋˤa,疑,一,開,模,平,五乎,ngo,u2,吾齬鼯𪁙𧋋浯䓊㹳珸郚鯃娪梧峿,
五,魚,,ŋʀˤa,疑,二,開,麻,平,五加,ngra,ia2,吾衙,衙吾方言地名
五,魚,,ŋa,疑,三,開,魚,平,語居,ngyo,ü2,鋙衙,
五,魚,,ŋaɣ,疑,三,開,魚,上,魚巨,ngyó,ü3,鋙衙語敔圄,
五,魚,,ŋah,疑,三,開,魚,去,牛倨,ngyò,ü4,語,
五,魚,,ŋˤaɣ,疑,一,開,模,上,疑古,ngó,u3,五伍,
五,魚,,ŋˤah,疑,一,開,模,去,五故,ngò,u4,寤啎晤悟逜窹捂䎸,
五,魚,,sxaɣ,心,三,開,麻,上,悉姐,syá,sie3,𣬕,
井,耕,,kʀˤɛŋ,見,二,開,耕,平,古莖,kreng,gen1,耕,
井,陽,,kʰʀˤaŋ,溪,二,開,庚,平,客庚,khräng,ken1,硎,
井,耕,,gˤɛŋ,匣,四,開,青,平,戸經,xieng,xin2,硎㓝刑形邢鉶型侀鈃㼛,
井,耕,,kʀɛŋ,見,三,開,庚,平,舉卿,kyäng,jin1,荆,
井,耕,,sgˤɛŋɣ,從,四,開,青,上,徂醒,dziéng,zin4,汫,
井,耕,,klɛŋ,章,三,開,清,平,諸盈,tsjiäng,zhen1,𨢹,
井,耕,,skɛŋɣ,精,三,開,清,上,子郢,tsiä́ng,zin3,𨙷井,
井,耕,,sgɛŋɣ,從,三,開,清,上,疾郢,dziä́ng,zin4,穽阱妌,
井,耕,,sgɛŋh,從,三,開,清,去,疾政,dziä̀ng,zin4,穽,
亢,陽,,kʰʷˤaŋɣ,溪,一,合,唐,上,丘晃,khuáng,kuang3,䡉,
亢,陽,,kʰˤaŋɣ,溪,一,開,唐,上,苦朗,kháng,kang3,骯䡉忼1,
亢,陽,,gˤaŋɣ,匣,一,開,唐,上,胡朗,xáng,hang4,骯䟘,
亢,陽,,kˤaŋɣ,見,一,開,唐,上,各朗,káng,gang3,䟘䴚𨟼㽘,
亢,陽,,kʰˤaŋh,溪,一,開,唐,去,苦浪,khàng,kang4,蚢,
亢,陽,,gˤaŋ,匣,一,開,唐,平,胡郎,xang,hang2,吭蚢沆,
亢,陽,,gˤaŋɣ,匣,一,開,唐,上,胡朗,xáng,hang4,吭蚢沆𡕬,
亢,陽,,gˤaŋh,匣,一,開,唐,去,下浪,xàng,hang4,吭笐,
亢,陽,,kˤaŋ,見,一,開,唐,平,古郎,kang,gang1,魧迒笐,
亢,陽,,gˤaŋ,匣,一,開,唐,平,胡郎,xang,hang2,魧迒苀航頏1𦐄杭肮,
亢,陽,,kˤaŋ,見,一,開,唐,平,古郎,kang,gang1,亢苀牨,
亢,陽,,kʰˤaŋh,溪,一,開,唐,去,苦浪,khàng,kang4,亢抗閌犺伉𪎵頏2,
亢,陽,,gˤaŋ,匣,一,開,唐,平,胡郎,xang,hang2,邟抗,
亢,陽,,kʰˤaŋ,溪,一,開,唐,平,苦岡,khang,kang1,邟,
亢,陽,,kʰˤaŋh,溪,一,開,唐,去,苦浪,khàng,kang4,邟,
亢,陽,,kʀˤaŋ,見,二,開,庚,平,古行,kräng,gen1,秔,
亢,陽,,kʰˤaŋh,溪,一,開,唐,去,苦浪,khàng,kang4,砊,砊硠乃分音詞
亢,陽,,kʰʀˤaŋ,溪,二,開,庚,平,客庚,khräng,ken1,砊,
亢,陽,,kʰʀˤaŋ,溪,二,開,庚,平,客庚,khräng,ken1,阬坑劥,
亢,陽,,kʰˤaŋh,溪,一,開,唐,去,苦浪,khàng,kang4,阬,
亢,陽,,kʰˤaŋh,溪,一,開,唐,去,苦浪,khàng,kang4,炕,
亢,陽,,xˤaŋ,曉,一,開,唐,平,呼郎,hang,hang1,炕㰠忼2,
亢,鐸,,gˤak,匣,一,開,鐸,入,下各,xak,ho5,貈,
亢,陽,,hʷˤaŋɣ,影,一,合,唐,上,烏晃,quáng,uang3,瀇,
亢,陽,,hʷˤaŋh,影,一,合,唐,去,烏浪,qàng,ang4,䤑,
亢,陽,,kʷˤaŋ,見,一,合,唐,平,古黃,kuang,guang1,𨎩橫1𩧉僙,
亢,陽,,xʷˤaŋ,曉,一,合,唐,平,呼光,huang,huang1,鄺,方言地名
亢,陽,,kʷˤaŋɣ,見,一,合,唐,上,古晃,kuáng,guang3,鄺廣,
亢,陽,,kʀʷˤaŋ,見,二,合,庚,平,古橫,kwäng,guen1,觵,
亢,陽,,kʷaŋɣ,見,三,合,陽,上,居往,küáng,guang3,獷,方言地名
亢,陽,,kʀʷˤaŋɣ,見,二,合,庚,上,古猛,kwä́ng,guen3,獷礦鑛𨥥𪍿䵃穬,
亢,鐸,,xʷˤak,曉,一,合,鐸,入,虚郭,huak,ho5,彉彍,
亢,鐸,,kʷˤak,見,一,合,鐸,入,古博,kuak,guä5,彉彍𦘅,
亢,陽,,kʰˤaŋɣ,溪,一,開,唐,上,苦朗,kháng,kang3,懬,
亢,陽,,kʰʷˤaŋɣ,溪,一,合,唐,上,丘晃,khuáng,kuang3,懬爌,
亢,陽,,xʷˤaŋɣ,曉,一,合,唐,上,呼晃,huáng,huang3,爌,
亢,陽,,kʰʷˤaŋh,溪,一,合,唐,去,苦謗,khuàng,kuang4,爌曠矌壙纊,
亢,鐸,,kʰʷˤak,溪,一,合,鐸,入,苦郭,khuak,kuä5,𠠎,
亢,鐸,,kʰʀʷˤak,溪,二,合,陌,入,丘擭,khwäk,kuä5,𠠎,
亢,陽,,xʀʷˤaŋʔ,曉,二,合,庚,平,虎橫,hwäng,huen1,嚝,
亢,陽,,ɣʷˤaŋ,匣,一,合,唐,平,胡光,xuang,huang2,潢黃璜簧癀𨝴鱑獚蟥趪,
亢,陽,,ɣʷˤaŋh,匣,一,合,唐,去,乎曠,xuàng,huang4,潢擴,
亢,陽,,ɣʷˤaŋɣ,匣,一,合,唐,上,胡廣,xuáng,huang4,櫎,
亢,陽,,ɣʀʷˤaŋ,匣,二,合,庚,平,戸盲,xwäng,huen2,橫2㶇黌鐄䬝𧝒𤮏𪏓,
亢,陽,,ɣʀʷˤaŋh,匣,二,合,庚,去,戸孟,xwä̀ng,huen4,橫2㶇,
介,月(月0),,gˤat,匣,一,開,曷,入,胡葛,xat,ho5,骱,
介,拜(月1),,kʀˤɛt,見,二,開,黠,入,古黠,krät,ja5,骱砎扴圿忦,
介,月(月0),,gʀˤat,匣,二,開,鎋,入,胡瞎,xrat,xa5,砎,
介,拜(月1),,kʀˤɛth,見,二,開,皆,去,古拜,krä̀i,jä4,砎衸界介疥玠㝏㠹魪尬价䯰䲸芥𠨴𩡺,
介,拜(月1),,gʀˤɛth,匣,二,開,皆,去,胡介,xrä̀i,xä4,䦏衸齘,
介,脂,,gˤølh,匣,四,開,齊,去,胡計,xièi,xi4,妎䦏,
介,月(月0),,gˤath,匣,一,開,泰,去,胡蓋,xàj,hä4,妎,
介,歌(歌0),,kˤalh,見,一,開,歌,去,古賀,kö̀,go4,个,
介,質,,xʀˤøth,曉,二,開,皆,去,許介,hrä̀i,xä4,𢗊,
仌,蒸,,pəŋ,幫,三,開,蒸,平,筆陵,pyng,bin1,冫冰,
仌,蒸,,pʰəŋ,滂,三,開,蒸,平,披冰,phyng,pin1,砯,
仌,蒸,,bəŋ,並,三,開,蒸,平,扶冰,byng,pin2,馮憑㵗,
仌,冬,,boŋ,並,三,開,東,平,房戎,byung,fen2,馮𨝭,
从,東,,skɔŋ,精,三,開,鍾,平,即容,tsyong,zong1,豵,
从,東,,skˤɔŋ,精,一,開,東,平,子紅,tsung,zong1,豵,
从,東,,skˤɔŋɣ,精,一,開,東,上,作孔,tsúng,zong3,嵸㢔蓯,
从,東,,skˤɔŋ,精,一,開,東,平,子紅,tsung,zong1,䗥嵸,
从,東,,skʰɔŋ,清,三,開,鍾,平,七恭,tshyong,cong1,䗥樅,
从,東,,skɔŋ,精,三,開,鍾,平,即容,tsyong,zong1,縱樅𣯨蹤䡮磫熧,
从,東,,skɔŋh,精,三,開,鍾,去,子用,tsyòng,zong4,縱瘲,
从,東,,skɔŋ,精,三,開,鍾,平,即容,tsyong,zong1,𧺣,
从,東,,skʰɔŋ,清,三,開,鍾,平,七恭,tshyong,cong1,𧺣從,
从,東,,sgɔŋ,從,三,開,鍾,平,疾容,dzyong,cong2,從从𩀰,
从,東,,sgɔŋh,從,三,開,鍾,去,疾用,dzyòng,zong4,從,
从,東,,skʰɔŋ,清,三,開,鍾,平,七恭,tshyong,cong1,摐鏦暰䗥瑽䐫𥡬,
从,東,,skʰʀˤɔŋ,初,二,開,江,平,楚江,tschröng,chuang1,摐鏦,
从,冬,,sgˤoŋ,從,一,開,冬,平,藏宗,dzong,cong2,㼻,
从,東,,sgʀˤɔŋ,崇,二,開,江,平,士江,dzcröng,chuang2,㼻𩞐,
从,東,,skɔŋɣ,精,三,開,鍾,上,子冢,tsyóng,zong3,䙕,
从,東,,sxɔŋɣ,心,三,開,鍾,上,息拱,syóng,song3,䙕慫聳傱,
允,文,,ɣlʷənɣ,以,三,合,諄,上,余準,jvín,üin3,允狁玧𡴞𧉃,
允,文,,ɣlʷənɣ,以,三,合,諄,上,余準,jvín,üin3,馻,
允,見(元1),,ɣlɛnɣ,以,三,合,仙A,上,以轉,jvä́n,üän3,馻,
允,見(元1),,ɣlɛnɣ,以,三,合,仙A,上,以轉,jvä́n,üän3,沇抁,
允,文,,hlʷənɣ,船,三,合,諄,上,食尹,zjvín,shuen4,吮,
允,見(元1),,sgɛnɣ,從,三,合,仙A,上,徂兖,dzvä́n,züän4,吮,
元,元(元0),,kʷˤanh,見,一,合,桓,去,古玩,kuàn,guang4,冠,
元,元(元0),,kʷˤan,見,一,合,桓,平,古丸,kuan,guang1,冠,
元,元(元0),,gʀʷˤanɣ,匣,二,合,刪,上,戸板,xwán,huang4,莞,
元,元(元0),,kʷˤan,見,一,合,桓,平,古丸,kuan,guang1,莞,
元,元(元0),,gʷˤan,匣,一,合,桓,平,胡官,xuan,huang2,梡莞綄垸完捖,
元,元(元0),,gʷˤanh,匣,一,合,桓,去,胡玩,xuàn,huang4,垸䯘,
元,元(元0),,kʰʷˤanɣ,溪,一,合,桓,上,苦管,khuán,kuang3,梡,
元,元(元0),,gʷˤanɣ,匣,一,合,桓,上,胡管,xuán,huang4,綄梡浣晥,
元,元(元0),,ɣʀʷˤanɣ,匣,二,合,刪,上,戸板,xwán,huang4,䴷睆鯇皖,
元,文,,ɣʷˤən,匣,一,合,魂,平,戸昆,xuon,huen2,䴷俒𦺊,
元,文,,ɣʷˤənh,匣,一,合,魂,去,胡困,xùon,huen4,俒,
元,元(元0),,ɣʷˤan,匣,一,合,桓,平,胡官,xuan,huang2,院,
元,見(元1),,ɣʀʷɛnh,云,三,合,仙B,去,王眷,üä̀n,üän4,院,
元,元(元0),,kʷˤanɣ,見,一,合,桓,上,古滿,kuán,guang3,筦脘,
元,文,,kʰʷˤən,溪,一,合,魂,平,苦昆,khuon,kuen1,髡,
元,見(元1),,ŋʷɛnɣ,疑,三,合,元,上,虞遠,ngüón,üän3,阮邧,
元,見(元1),,ŋʷɛn,疑,三,合,元,平,愚袁,ngüon,üän2,阮邧元杬沅芫䬧,
元,見(元1),,ŋʷɛn,疑,三,合,元,平,愚袁,ngüon,üän2,黿蚖,
元,元(元0),,ŋʷˤan,疑,一,合,桓,平,五丸,nguan,uang2,黿蚖,
元,元(元0),,ŋʷˤan,疑,一,合,桓,平,五丸,nguan,uang2,忨岏刓园䯈抏𠒢,
元,元(元0),,ŋʷˤanh,疑,一,合,桓,去,五換,nguàn,uang4,忨玩貦翫妧,
元,元(元0),,ŋʀʷˤan,疑,二,合,刪,平,五還,ngwan,uang2,頑,
元,物,,ŋʷˤət,疑,一,合,沒,入,五忽,nguot,u5,鼿兀杌屼矹䑢(𦨉)𠨜卼𤴰𧈭𦬂,林義光：「兀」「元」古本同字，
元,微,,xʷˤəl,曉,一,合,灰,平,呼恢,huöi,huei1,鼿虺豗,
元,微,,xʀʷˤəl,曉,二,合,皆,平,呼懷,hwäi,huä1,鼿虺,
元,微,,xʷəlɣ,曉,三,合,微,上,許偉,hüë́i,huei3,虺𩄁,
元,物,,ŋʷˤət,疑,一,合,沒,入,五忽,nguot,u5,軏扤,
元,拜(月1),,ŋʷɛt,疑,三,合,月,入,魚厥,ngüot,üe5,軏扤,
元,拜(月1),,ŋʷɛt,疑,三,合,月,入,魚厥,ngüot,üe5,𧿁,
元,元(元0),,mʀˤan,明,二,開,刪,平,莫還,mran,mang2,𪑪,
公,東,,hˤɔŋ,影,一,開,東,平,烏紅,qung,ong1,蓊䈵翁螉䱵䩺㮬𩔚,
公,東,,hˤɔŋɣ,影,一,開,東,上,烏孔,qúng,ong3,蓊䈵滃暡勜䐥塕𤌏,
公,東,,hˤɔŋh,影,一,開,東,去,烏貢,qùng,ong4,瓮,
公,東,,hʀˤɔŋɣ,影,二,開,江,上,烏項,qrö́ng,ang3,慃,
公,東,,kˤɔŋ,見,一,開,東,平,古紅,kung,gong1,公蚣1,
公,冬,,sxoŋ,心,三,開,東,平,息弓,syung,song1,菘硹,
公,東,,klɔŋɣ,章,三,開,鍾,上,職勇,tsjyóng,zhong3,𢃓,
公,東,,skʰɔŋ,清,三,開,鍾,平,七恭,tshyong,cong1,鬆𨑪,
公,冬,,sxˤoŋ,心,一,開,冬,平,私宗,song,song1,鬆䯳,
公,東,,sxˤɔŋh,心,一,開,東,去,蘇弄,sùng,song4,鬆凇,
公,東,,sxɔŋ,心,三,開,鍾,平,息恭,syong,song1,鬆凇倯𢔋蜙淞,
公,東,,sɣɔŋ,邪,三,開,鍾,平,祥容,zyong,song2,訟凇松㮤,
公,東,,sɣɔŋh,邪,三,開,鍾,去,似用,zyòng,song4,訟頌,
公,東,,ɣlɔŋ,以,三,開,鍾,平,餘封,jyong,iong2,溶傛頌容鎔㼸蓉褣搈瑢䈶嵱㝐䡆𨲟𪃾,
公,東,,ɣlɔŋɣ,以,三,開,鍾,上,余隴,jyóng,iong3,溶傛塎,
公,東,,klɔŋ,章,三,開,鍾,平,職容,tsjyong,zhong1,蚣2忪䇗彸衳伀妐㕬炂𦬘𨳗鈆,
六,覺,,skˤokh,精,一,開,豪,去,則到,tsàu,zao4,竈,
六,覺,,skok,精,三,開,屋,入,子六,tsyuk,zu5,𣤶,
六,覺,,sgok,從,三,開,屋,入,才六,dzyuk,zu5,𣤶,
六,覺,,skʰok,清,三,開,屋,入,七宿,tshyuk,cu5,鼀,
六,覺,,ɣlok,以,三,開,屋,入,余六,jyuk,ü5,𢌻,
六,覺,,mʀok,明,三,開,屋,入,莫六,myuk,mu5,睦𡍬,
六,覺,,ʀok,來,三,開,屋,入,力竹,lyuk,lu5,六圥陸稑鵱𩣱鯥𦸐𧌉淕䡜坴𡴆踛𥚊,
六,藥,,ɣlˤøk,定,四,開,錫,入,徒歷,diek,di5,覿,
六,屋,,ɣlˤɔk,定,一,開,屋,入,徒谷,duk,du5,覿黷讟殰讀櫝牘儥1贕䢱皾瓄瀆𨽍豄韇嬻犢匵,覿集韻徒谷切
六,屋,,ɣlˤɔkh,定,一,開,侯,去,徒候,dù,dou4,竇,
六,屋,,ʀˤɔk,來,一,開,屋,入,盧谷,luk,lu5,𨏔,
六,覺,,ɣlok,以,三,開,屋,入,余六,jyuk,ü5,𧷗儥2,
六,屋,,sɣɔk,邪,三,開,燭,入,似足,zyok,su5,續藚,
六,屋,,hlɔk,船,三,開,燭,入,神蜀,zjyok,shu5,贖,
六,屋,,glɔk,常,三,開,燭,入,市玉,dzjyok,shu5,襩,
冃,職,,mˤək,明,一,開,德,入,莫北,mëk,mä5,艒,
冃,屋,,mˤɔk,明,一,開,屋,入,莫卜,muk,mu5,艒,
冃,覺,,mˤok,明,一,開,沃,入,莫沃,mok,mu5,艒,
冃,覺,,mok,明,三,開,屋,入,莫六,myuk,mu5,萺,
冃,覺,,mˤok,明,一,開,沃,入,莫沃,mok,mu5,萺,
冃,覺,,mˤokh,明,一,開,豪,去,莫報,màu,mao4,瑁,
冃,職,,mˤəkh,明,一,合,灰,去,莫佩,muö̀i,mei4,瑁,
冃,覺,,mˤok,明,一,開,沃,入,莫沃,mok,mu5,瑁𣔺,
冃,覺,,mˤokh,明,一,開,豪,去,莫報,màu,mao4,𥈆𣔺帽𤣽𢯾,
冃,覺,xm>xʷ,xʷok,曉,三,開,屋,入,許竹,hyuk,xü5,𥈆,
冃,覺,,mˤokh,明,一,開,豪,去,莫報,màu,mao4,媢,
,覺,,,明,三,開,脂A,去,彌沃(次二),mì,mei4,媢,名義把明沃誤抄作明次
冃,覺,,mˤok,明,一,開,沃,入,莫沃,mok,mu5,媢艒,
冃,侯,,mˤɔɣ,明,一,開,豪,上,武道,máu,mao3,媢冃,
冃,覺,,mˤokh,明,一,開,豪,去,莫報,màu,mao4,冒冃,
冃,職,,mˤək,明,一,開,德,入,莫北,mëk,mä5,冒𤲰,
冃,屋,,mˤɔkh,明,一,開,侯,去,莫候,mù,mou4,𠔼,
冃,冬,,pʰoŋh,滂,三,開,東,去,撫鳳,phyùng,fen4,賵,
冃,侯,,bɔ,並,三,合,虞,平,防無,büo,fu2,𣻥𢞦𦑹,
冃,屋,xm>xʷ,xʷɔk,曉,三,開,燭,入,許玉,hyok,xü5,勖,
冄,談(談0),xn>xl,xlˤam,透,一,開,談,平,他酣,tham,tang1,舑聃𨈭㘱䔜㴂,
冄,談(談0),,nam,日,三,開,鹽A,平,汝鹽,njiäm,rang2,㾆舑,
冄,談(談0),,tʰam,昌,三,開,鹽A,平,處占,tsjhiäm,chang1,㾆,
冄,侵,,nˤəmɣ,泥,一,開,覃,上,奴感,nö́m,lang3,䎃𦐃,
冄,談(談0),,namɣ,日,三,開,鹽A,上,而琰,njiä́m,rang3,姌䎃,
冄,嚴(談1),,nˤɛmɣ,泥,四,開,添,上,乃玷,niém,liän3,姌𨸱,
冄,嚴(談1),xn>xl,xlˤɛmh,透,四,開,添,去,他念,thièm,tiän4,𨸱,
冄,侵,,nˤəm,泥,一,開,覃,平,那含,nöm,lang2,䶲柟抩𤱣,
冄,談(談0),,nam,日,三,開,鹽A,平,汝鹽,njiäm,rang2,冉䶲柟蚺呥𧦦袡,
冄,談(談0),,namɣ,日,三,開,鹽A,上,而琰,njiä́m,rang3,冉柟苒𥬕,
冄,談(談0),,nam,日,三,開,鹽A,平,汝鹽,njiäm,rang2,髯𩓾,
冄,談(談0),,namh,日,三,開,鹽A,去,而豔,njiä̀m,rang4,髯,
冘,侵,,dˤəm,定,一,開,覃,平,徒含,döm,tang2,眈㽎1,
冘,侵,,tˤəm,端,一,開,覃,平,丁含,töm,dang1,耽眈𡖓酖妉,
冘,侵,,tˤəmɣ,端,一,開,覃,上,都感,tö́m,dang3,耽𡖓黕衴䪴1瓭抌,
冘,談(談0),,tˤamɣ,端,一,開,談,上,都敢,tám,dang3,䒞1紞,
冘,侵,,dʀəmʔ,澄,三,開,侵B,平,直深,dcym,chen2,沈1䒞1沉𤘣莐霃枕1,
冘,侵,,dʀəmh,澄,三,開,侵B,去,直禁,dcỳm,zhen4,沈1鴆㼉,
冘,侵,,dʀəmʔ,澄,三,開,侵B,平,直深,dcym,chen2,鈂,
冘,侵,,sgəm,從,三,開,侵A,平,昨淫,dzim,cin2,鈂𣜣,
冘,侵,,tˤəmh,端,一,開,覃,去,丁紺,tö̀m,dang4,馾𩈉,
冘,侵,,tʰˤəmɣ,透,一,開,覃,上,他感,thö́m,tang3,𧖺䏙,
冘,侵,,dˤəmɣ,定,一,開,覃,上,徒感,dö́m,dang4,髧,
冘,侵,,təmɣ,章,三,開,侵A,上,章荏,tsjím,zhen3,枕2䪴2,
冘,侵,,təmh,章,三,開,侵A,去,之任,tsjìm,zhen4,枕2,
冘,侵,,tʀəmɣ,知,三,開,侵B,上,張甚,tcým,zhen3,㱽1,
冘,侵,,tʀəmh,知,三,開,侵B,去,知鴆,tcỳm,zhen4,㓄,
冘,侵,,dəm,常,三,開,侵A,平,氏任,dzjim,chen2,訦忱㽸,
冘,侵,,dəmɣ,常,三,開,侵A,上,常枕,dzjím,shen4,訦,
冘,侵,,xləmɣ,書,三,開,侵A,上,式任<荏>,sjím,shen3,沈2邥魫(𩶇),
冘,侵,,ləm,以,三,開,侵A,平,餘針,jim,in2,冘䒞2,
冘,侵,,gʀəm,群,三,開,侵B,平,巨金,gym,qin2,㱽2,
冘,侵,,xʀəm,曉,三,開,侵B,平,許金,hym,xin1,㽎2,
凶,侯,,xɔh,曉,三,合,虞,去,香句,hüò,xü4,酗,
凶,東,,xɔŋ,曉,三,開,鍾,平,許容,hyong,xong1,洶兇胷胸凶𣧑恟𧧗訩匈,
凶,東,,xɔŋɣ,曉,三,開,鍾,上,許拱,hyóng,xong3,洶兇詾,
凶,東,,ŋˤɔŋ,疑,一,開,東,平,五東,ngung,ong2,㟅,
凶,東,,ŋʀˤɔŋ,疑,二,開,江,平,五江,ngröng,iang2,㟅,
凶,東,,ʀˤɔŋ,來,一,開,東,平,盧紅,lung,long2,㟅,或訓巄，崆巄乃崆( khröng)分音詞
刅,陽,,ʀaŋ,來,三,開,陽,平,吕章,lyang,liang2,梁粱,
刅,陽,,xlaŋ,書,三,開,陽,平,式羊,sjyang,shang1,㲽,㲽水方言 從刃聲？
刅,陽,,skʰʀaŋ,初,三,開,陽,平,初良,tschyang,chuang1,𠛂刅,
刅,陽,,skʰʀaŋh,初,三,開,陽,去,初亮,tschyàng,chuang4,刱,
勿,微,,dʀʷˤəl,澄,二,合,皆,平,柱懷,dcwäi,chuä2,𩓬,
勿,物,xm>xʷ,xʷət,曉,三,合,物,入,許勿,hüët,xü5,䬍𩘐烼,䬍擬聲
勿,物,xm>xʷ,xʷˤət,曉,一,合,沒,入,呼骨,huot,hu5,昒𨑥䬍忽匫笏㫚𣓗𦁕𢑢惚,䬍擬聲
勿,物,,mət,明,三,合,物,入,文弗,müët,u5,伆𨑥昒沕物勿𣃦芴岉,
勿,文,,mənɣ,明,三,合,文,上,武粉,müë́n,uen3,伆吻刎𦮶,
勿,物,,mʀət,明,三,開,質B,入,美筆(畢),myt,mi5,沕,
勿,月(月0),,mˤat,明,一,合,末,入,莫撥,muat,mo5,䀛,
勿,物,,mʀˤəth,明,二,開,皆,去,莫拜,mrä̀i,mä4,䀛,
勿,物,,hʷˤət,影,一,合,沒,入,烏沒,quot,u5,淴,
勿,物,,kʰʷˤət,溪,一,合,沒,入,苦骨,khuot,ku5,㧾,
勿,真(真0),,mønɣ,明,三,開,真A,上,武盡,mín,min3,脗,
𠤎,歌(歌0),,xʷˤalh,曉,一,合,戈,去,呼臥,huö̀,ho4,貨,
𠤎,魚,,xʀʷˤa,曉,二,合,麻,平,呼瓜,hwa,hua1,花,中古新造字，通華
𠤎,歌(歌0),,xʀʷˤalh,曉,二,合,麻,去,呼霸,hwà,hua4,化𠤎𩲏𩵏杹,
𠤎,歌(歌0),,ŋʀʷˤalʔ,疑,二,合,麻,平,五瓜,ngwa,ua2,𣢉,
𠤎,歌(歌0),,xʷal,曉,三,合,戈,平,許𦚢,hüö,xüe1,靴𢪎㗾,
𠤎,歌(歌0),,ŋʷˤal,疑,一,合,戈,平,五禾,nguö,o2,囮訛吪鈋魤,
,幽,,ɣlo,以,三,開,尤,平,以周,jyu,iou2,囮,訓㘥
升,蒸,,təŋɣ,章,三,開,蒸,上,之庱,tsjýng,zhen3,抍1,同拯
升,蒸,,xləŋ,書,三,開,蒸,平,識蒸,sjyng,shen1,升昇陞抍2,
午,魚,,xˤaɣ,曉,一,開,模,上,呼古,hó,hu3,滸,
午,陽,,xˤaŋɣ,曉,一,開,唐,上,呼朗,háng,hang3,汻酐𤰟,
午,魚,,ŋˤaɣ,疑,一,開,模,上,疑古,ngó,u3,午旿仵,
午,魚,,ŋˤah,疑,一,開,模,去,五故,ngò,u4,忤啎迕,
午,幽,,ŋˤoɣ,疑,一,開,豪,上,五老,ngáu,ao3,𦽀𩑤,
午,魚,,xʀʷaɣ,曉,三,開,魚,上,虚吕,hyó,xü3,許,同鄦
午,魚,,ŋaɣ,疑,三,開,魚,上,魚巨,ngyó,ü3,篽籞䥏禦蘌,
午,魚,,ŋah,疑,三,開,魚,去,牛倨,ngyò,ü4,御,
